Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Image Src
"lego,-nexo-knights,-construction-set,-for-boys,-7---14-years","Lego, Nexo Knights, Construction Set, For Boys, 7 - 14 years",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"For Boys, Regular, Creative Toys",TRUE,Title,Default Title,5702015868754,6.96,10.70,3,https://www.mewse.ro/images/produse/lego-nexo-knights-construction-set-for-boys-7-14-years-1738133716.jpg
"lego,-technic,-lamborghini-sián-fkp-37,-construction-set,-42115,-unisex,-18+-years,-3696-pcs","Lego, Technic, Lamborghini Sián FKP 37, Construction Set, 42115, Unisex, 18+ years, 3696 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,5702016617535,340.69,608.95,2,https://www.mewse.ro/images/produse/lego-technic-lamborghini-sian-fkp-37-construction-set-42115-18-years-unisex-3696-pcs-1680874207.jpeg
"lego,-art,-andy-warhol`s-marilyn-monroe,-construction-set,-31197,-unisex,-18+-years,-3341-pcs","Lego, Art, Andy Warhol`s Marilyn Monroe, Construction Set, 31197, Unisex, 18+ years, 3341 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,5702016677683,107.24,191.68,2,https://www.mewse.ro/images/produse/lego-art-andy-warhol-s-marilyn-monroe-construction-set-31197-18-years-for-adults-3341-pcs-1680762044.jpg
"lego,-star-wars,-sith-tie-fighter,-construction-set,-75272,-unisex,-9+-years,-470-pcs","Lego, Star Wars, Sith TIE Fighter, Construction Set, 75272, Unisex, 9+ years, 470 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,5702016617184,63.83,114.09,2,https://www.mewse.ro/images/produse/lego-star-wars-sith-tie-fighter-construction-set-75272-9-years-for-boys-girls-470-pcs-1680870830.jpeg
"lego,-super-mario,-boomer-bill-barrage,-construction-set,-71366,-for-boys,-7+-years,-132-pcs","Lego, Super Mario, Boomer Bill Barrage, Construction Set, 71366, For Boys, 7+ years, 132 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"For Boys, Regular, Creative Toys",TRUE,Title,Default Title,5702016618457,24.65,44.06,6,https://www.mewse.ro/images/produse/lego-super-mario-boomer-bill-barrage-construction-set-71366-7-years-for-boys-132-pcs-1680770860.jpg
"lego,-star-wars,-poe-dameron`s-x-wing-fighter,-construction-set,-75273,-unisex,-9+-years,-761-pcs","Lego, Star Wars, Poe Dameron`s X-wing Fighter, Construction Set, 75273, Unisex, 9+ years, 761 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,5702016617191,90.15,162.93,1,https://www.mewse.ro/images/produse/lego-star-wars-poe-dameron-s-x-wing-fighter-construction-set-75273-9-years-for-boys-girls-761-pcs-1680872693.jpeg
"lego,-harry-potter,-hogwarts-astronomy-tower,-construction-set,-75969,-unisex,-9+-years,-971-pcs","Lego, Harry Potter, Hogwarts Astronomy Tower, Construction Set, 75969, Unisex, 9+ years, 971 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,5702016616699,88.16,157.58,4,https://www.mewse.ro/images/produse/lego-harry-potter-hogwarts-astronomy-tower-construction-set-75969-9-years-for-boys-girls-971-pcs-1680870048.jpeg
"lego,-star-wars,-resistance-i-ts-transport,-construction-set,-75293,-for-boys,-9+-years,-932-pcs","Lego, Star Wars, Resistance I-TS Transport, Construction Set, 75293, For Boys, 9+ years, 932 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"For Boys, Regular, Creative Toys",TRUE,Title,Default Title,5702016762013,98.18,162.93,2,https://www.mewse.ro/images/produse/lego-star-wars-resistance-i-ts-transport-construction-set-75293-9-years-1683811322.png
"lego,-city,-racing-cars,-construction-set,-60256,-for-boys,-5+-years,-190-pcs","Lego, City, Racing Cars, Construction Set, 60256, For Boys, 5+ years, 190 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"For Boys, Regular, Creative Toys",TRUE,Title,Default Title,0043|5702016617900,23.47,35.59,1,https://www.mewse.ro/images/produse/lego-city-racing-cars-construction-set-60256-5-years-for-boys-girls-190-pcs-1680887029.jpeg
"lego,-dc,-wonder-woman-vs-cheetah,-construction-set,-76157,-unisex,-8+-years,-371-pcs","Lego, DC, Wonder Woman vs Cheetah, Construction Set, 76157, Unisex, 8+ years, 371 pcs",<p>Lego - Regular</p>,Lego,Toys / Creative Toys,"Unisex, Regular, Creative Toys",TRUE,Title,Default Title,0043|5702016619577,39.92,60.52,1,https://www.mewse.ro/images/produse/lego-dc-wonder-woman-vs-cheetah-construction-set-76157-for-boys-girls-8-years-371-pcs-1681281894.jpeg
