Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Image Src
"aromatherapy-associates,-rose,-floral-and-sweet,-essential-oil,-blend,-10-ml","Aromatherapy Associates, Rose, Floral And Sweet, Essential Oil, Blend, 10 ml",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Aromatherapy,"Unisex, Regular, Aromatherapy",TRUE,Title,Default Title,642498015540,8.68,32.00,13,https://www.mewse.ro/images/produse/aromatherapy-associates-rose-floral-and-sweet-essential-oil-blend-10-ml-1681909869.jpg
"aromatherapy-associates,-forest-therapy,-scented-candle,-200-g","Aromatherapy Associates, Forest Therapy, Scented Candle, 200 g",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,642498016141,16.54,61.00,6,https://www.mewse.ro/images/produse/aromatherapy-associates-forest-therapy-scented-candle-200-g-1682308926.jpg
"aromatherapy-associates,-deep-relax,-scented-candle,-200-g","Aromatherapy Associates, Deep Relax, Scented Candle, 200 g",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,642498015397,16.54,61.00,6,https://www.mewse.ro/images/produse/aromatherapy-associates-deep-relax-scented-candle-200-g--1673266126.jpg
"aromatherapy-associates,-deep-relax,-essential-oil,-blend,-10-ml-*tester","Aromatherapy Associates, Deep Relax, Essential Oil, Blend, 10 ml *Tester",<p>Aromatherapy Associates - Tester</p>,Aromatherapy Associates,Room Scents / Aromatherapy,"Unisex, Tester, Aromatherapy",TRUE,Title,Default Title,642498009365,7.72,32.00,1,https://www.mewse.ro/images/produse/aromatherapy-associates-essential-oil-10-ml--1673265973.jpg
"aromatherapy-associates,-de-stress,-frankincense,-camomile-&-petitgrain,-scented-candle,-200-g","Aromatherapy Associates, De-Stress, Frankincense, Camomile & Petitgrain, Scented Candle, 200 g",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,642498015403,16.52,61.00,2,https://www.mewse.ro/images/produse/aromatherapy-associates-de-stress-scented-candle-200-g-1682261974.jpg
"aromatherapy-associates,-rose,-floral-and-sweet,-scented-candle,-200-g","Aromatherapy Associates, Rose, Floral And Sweet, Scented Candle, 200 g",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,642498015427,16.54,61.00,6,https://www.mewse.ro/images/produse/aromatherapy-associates-rose-floral-and-sweet-scented-candle-200-g-1681909038.jpg
"aromatherapy-associates,-deep-relax,-scented-candle,-200-g-*tester","Aromatherapy Associates, Deep Relax, Scented Candle, 200 g *Tester",<p>Aromatherapy Associates - Tester</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Tester, Candles",TRUE,Title,Default Title,642498016523,7.76,61.00,1,https://www.mewse.ro/images/produse/aromatherapy-associates-deep-relax-scented-candle-200-g-tester--1673266099.jpg
"aromatherapy-associates,-rose,-floral-and-sweet,-scented-candle,-200-g-*tester","Aromatherapy Associates, Rose, Floral And Sweet, Scented Candle, 200 g *Tester",<p>Aromatherapy Associates - Tester</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Tester, Candles",TRUE,Title,Default Title,642498016554,7.76,61.00,1,https://www.mewse.ro/images/produse/aromatherapy-associates-rose-floral-and-sweet-scented-candle-200-g-tester-1681909128.jpg
"aromatherapy-associates,-home-fragrancer,-electric,-aroma-reed-diffuser","Aromatherapy Associates, Home Fragrancer, Electric, Aroma Reed Diffuser",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Aroma Diffusers,"Unisex, Regular, Aroma Diffusers",TRUE,Title,Default Title,642498002212,23.33,62.15,1,https://www.mewse.ro/images/produse/aromatherapy-associates-aromatherapy-associates-electric-aroma-diffuser--1675270516.jpg
"aromatherapy-associates,-inner-strength,-frankincense-and-cardamom,-scented-candle,-200-g","Aromatherapy Associates, Inner Strength, Frankincense And Cardamom, Scented Candle, 200 g",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,642498001390,12.38,46.20,3,https://www.mewse.ro/images/produse/aromatherapy-associates-inner-strength-scented-candle-200-g--1675271145.jpg
"aromatherapy-associates,-revive,-essential-oil,-50-ml","Aromatherapy Associates, Revive, Essential Oil, 50 ml",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Aromatherapy,"Unisex, Regular, Aromatherapy",TRUE,Title,Default Title,6424980521463,22.93,84.26,5,https://www.mewse.ro/images/produse/aromatherapy-associates-revive-essential-oil-50-ml-1681892507.jpg
"aromatherapy-associates,-de-stress,-essential-oil,-10-ml","Aromatherapy Associates, De-Stress, Essential Oil, 10 ml",<p>Aromatherapy Associates - Regular</p>,Aromatherapy Associates,Room Scents / Aromatherapy,"Unisex, Regular, Aromatherapy",TRUE,Title,Default Title,642498035463,12.54,33.58,1,https://www.mewse.ro/images/produse/aromatherapy-associates-de-stress-frankincense-essential-oil-10-ml-1681890323.jpg
"balmain-professionnel,-signature-frangrance,-star-anise,-scented-candle,-160-g","Balmain Professionnel, Signature Frangrance, Star Anise, Scented Candle, 160 g",<p>Balmain Professionnel - Regular</p>,Balmain Professionnel,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,8720246242751,15.18,45.90,6,https://www.mewse.ro/images/produse/balmain-professionnel-signature-frangrance-scented-candle-160-g--1673264510.png
"depot,-900-scents-no.-901,-dark-tea,-scented-candle,-160-g","Depot, 900 Scents No. 901, Dark Tea, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"For Men, Regular, Candles",TRUE,Title,Default Title,0037|8032274012528,8.66,28.85,7,https://www.mewse.ro/images/produse/depot-900-scents-no-901-dark-tea-scented-candle-160-g-0-8032274012528-1673356039.jpg
"depot,-900-scents-no.-901,-dark-tea,-scented-candle,-160-g","Depot, 900 Scents No. 901, Dark Tea, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"For Men, Regular, Candles",TRUE,Title,Default Title,8032274012528,12.26,28.85,1,https://www.mewse.ro/images/produse/depot-900-scents-no-901-dark-tea-scented-candle-160-g-0-8032274012528-1673356039.jpg
"depot,-900-scents-no.-901,-fresh-black-pepper,-scented-candle,-160-g","Depot, 900 Scents No. 901, Fresh Black Pepper, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"For Men, Regular, Candles",TRUE,Title,Default Title,0037|8032274012504,8.66,28.85,17,https://www.mewse.ro/images/produse/depot-900-scents-no-901-fresh-black-pepper-scented-candle-160-g-1-8032274012504-1673353943.jpg
"depot,-900-scents-no.-901,-white-cedar,-scented-candle,-160-g","Depot, 900 Scents No. 901, White Cedar, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"For Men, Regular, Candles",TRUE,Title,Default Title,0037|8032274079477,8.66,28.85,13,https://www.mewse.ro/images/produse/depot-900-scents-no-901-white-cedar-scented-candle-160-g-1-8032274079477-1673389492.jpg
"depot,-900-scents-no.-902,-dark-tea,-room-spray,-500-ml","Depot, 900 Scents No. 902, Dark Tea, Room Spray, 500 ml",<p>Depot - Regular</p>,Depot,Room Scents / Air Fresheners,"For Men, Regular, Air Fresheners",TRUE,Title,Default Title,0037|8032274012474,9.83,32.78,10,https://www.mewse.ro/images/produse/depot-900-scents-no-902-dark-tea-room-air-freshener-500-ml-0-8032274012474-1673389875.jpg
"depot,-900-scents-no.-902,-dark-tea,-room-spray,-500-ml","Depot, 900 Scents No. 902, Dark Tea, Room Spray, 500 ml",<p>Depot - Regular</p>,Depot,Room Scents / Air Fresheners,"For Men, Regular, Air Fresheners",TRUE,Title,Default Title,8032274012474,13.76,32.78,1,https://www.mewse.ro/images/produse/depot-900-scents-no-902-dark-tea-room-air-freshener-500-ml-0-8032274012474-1673389875.jpg
"depot,-900-scents-no.-902,-white-cedar,-room-spray,-500-ml","Depot, 900 Scents No. 902, White Cedar, Room Spray, 500 ml",<p>Depot - Regular</p>,Depot,Room Scents / Air Fresheners,"For Men, Regular, Air Fresheners",TRUE,Title,Default Title,8032274079484,13.76,32.78,1,https://www.mewse.ro/images/produse/depot-room-air-freshener-500-ml-0-8032274079484-1673355971.jpg
"depot,-900-scents-no.-901,-classic-cologne,-scented-candle,-160-g","Depot, 900 Scents No. 901, Classic Cologne, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,0037|8032274012511,8.66,28.85,17,https://www.mewse.ro/images/produse/depot-900-scents-no-901-classic-cologne-scented-candle-160-g-1-8032274012511-1673353785.jpg
"depot,-900-scents-no.-901,-classic-cologne,-scented-candle,-160-g","Depot, 900 Scents No. 901, Classic Cologne, Scented Candle, 160 g",<p>Depot - Regular</p>,Depot,Room Scents / Candles,"Unisex, Regular, Candles",TRUE,Title,Default Title,8032274012511,12.10,28.85,2,https://www.mewse.ro/images/produse/depot-900-scents-no-901-classic-cologne-scented-candle-160-g-1-8032274012511-1673353785.jpg
"depot,-900-scents-no.-903,-stick,-dark-tea,-aroma-reed-diffuser,-200-ml","Depot, 900 Scents No. 903, Stick, Dark Tea, Aroma Reed Diffuser, 200 ml",<p>Depot - Regular</p>,Depot,Room Scents / Aroma Diffusers,"For Men, Regular, Aroma Diffusers",TRUE,Title,Default Title,0037|8032274012634,8.38,27.94,14,https://www.mewse.ro/images/produse/depot-900-scents-no-903-stick-dark-tea-aroma-diffuser-2-8032274012634-1673390872.jpg
"depot,-900-scents-no.-903,-stick,-mystic-amber,-aroma-reed-diffuser,-200-ml","Depot, 900 Scents No. 903, Stick, Mystic Amber, Aroma Reed Diffuser, 200 ml",<p>Depot - Regular</p>,Depot,Room Scents / Aroma Diffusers,"For Men, Regular, Aroma Diffusers",TRUE,Title,Default Title,0037|8032274079125,8.38,27.94,9,https://www.mewse.ro/images/produse/depot-900-scents-no-903-stick-aroma-diffuser-1-8032274079125-1671551205.jpg
