Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Image Src
"gift-set-acqua-di-parma:-barbiere,-face-shaving-brush-+-barbiere,-hydrating,-after-sun-balm,-40-ml-+-barbiere,-shaving-cream,-40-ml-+-colonia,-eau-de-cologne,-20-ml-+-acqua-di-parma,-toiletry,-gwp-textile-pouch,-yellow","Gift Set Acqua di Parma: Barbiere, Face Shaving Brush + Barbiere, Hydrating, After-Sun Balm, 40 ml + Barbiere, Shaving Cream, 40 ml + Colonia, Eau De Cologne, 20 ml + Acqua di Parma, Toiletry, GWP Textile Pouch, Yellow",<p>Acqua di Parma - Regular</p>,Acqua di Parma,Skin / Skin Care Sets,"For Men, Regular, Skin Care Sets",TRUE,Title,Default Title,8028713520266,88.32,169.20,3,https://www.mewse.ro/images/produse/gift-set-acqua-di-parma-barbiere-face-shaving-brush-barbiere-hydrating-after-sun-balm-40-ml-barbiere-shaving-cream-40-ml-colonia-eau-de-cologne-for-men-20-ml-acqua-di-parma-toiletry-gwp-pouch-1679660858.jpeg
"acqua-di-parma,-barbiere,-moisturizing,-eye-cream,-15-ml","Acqua di Parma, Barbiere, Moisturizing, Eye Cream, 15 ml",<p>Acqua di Parma - Regular</p>,Acqua di Parma,Skin / Eye Care,"For Men, Regular, Eye Care",TRUE,Title,Default Title,8028713520082,30.93,53.45,41,https://www.mewse.ro/images/produse/acqua-di-parma-barbiere-moisturizing-eye-cream-15-ml-1726577498.jpg
"adidas,-champions-league,-after-shave-lotion,-100-ml","Adidas, Champions League, After-Shave Lotion, 100 ml",<p>Adidas - Regular</p>,Adidas,Skin / Face Shaving,"For Men, Regular, Face Shaving",TRUE,Title,Default Title,3614223935635,2.57,5.45,516,https://www.mewse.ro/images/produse/adidas-champions-league-after-shave-lotion-100-ml-1-3614223935635-1669036924.jpg
"annayake,-ultratime,-lifting,-serum,-for-eyes,-3-ml-*sample","Annayake, Ultratime, Lifting, Serum, For Eyes, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574270404,0.88,3.90,41,https://www.mewse.ro/images/produse/
"annayake,-ultratime,-anti-ageing,-cream,-for-face,-3-ml-*sample","Annayake, Ultratime, Anti-Ageing, Cream, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574260085,0.96,3.90,270,https://www.mewse.ro/images/produse/annayake-ultratime-anti-ageing-cream-for-face-3-ml-sample-1689067224.png
"annayake,-ultratime,-glycolic-acid,-anti-wrinkle,-serum,-for-face,-30-ml-*tester","Annayake, Ultratime, Glycolic Acid, Anti-Wrinkle, Serum, For Face, 30 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570013821,5.07,65.00,14,https://www.mewse.ro/images/produse/annayake-ultratime-glycolic-acid-anti-wrinkle-serum-for-face-30-ml-tester-1686560633.png
"annayake,-bamboo,-hydrating,-cream-mask,-for-face,-75-ml-*tester","Annayake, Bamboo, Hydrating, Cream Mask, For Face, 75 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Treatment Masks,"For Women, Tester, Skin Treatment Masks",TRUE,Title,Default Title,3552570017140,4.32,56.00,14,https://www.mewse.ro/images/produse/annayake-annayake-hydrating-cream-mask-for-face-75-ml-0-3552570017140F-1669119016.jpg
"annayake,-24h,-hydrating,-eye-cream,-15-ml-*tester","Annayake, 24h, Hydrating, Eye Cream, 15 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Eye Care,"For Women, Tester, Eye Care",TRUE,Title,Default Title,3552570013845,9.43,64.00,2,https://www.mewse.ro/images/produse/annayake-24h-hydrating-eye-cream-15-ml-tester-1686636898.png
"annayake,-annayake,-makeup-removing,-facial-sponge,-white","Annayake, Annayake, Makeup Removing, Facial Sponge, White",<p>Annayake - Regular</p>,Annayake,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,3552576000023,8.17,19.00,1,https://www.mewse.ro/images/produse/annayake-annayake-makeup-removing-facial-sponge-white-1707750853.jpg
"annayake,-men,-cleansing,-shaving-foam,-100-ml-*tester","Annayake, Men, Cleansing, Shaving Foam, 100 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Face Shaving,"For Men, Tester, Face Shaving",TRUE,Title,Default Title,3552570010141,5.55,44.00,5,https://www.mewse.ro/images/produse/annayake-men-cleansing-shaving-foam-100-ml-tester-1686561378.png
"annayake,-ultratime,-hydrating,-night,-serum,-for-face,-20-ml-*tester","Annayake, Ultratime, Hydrating, Night, Serum, For Face, 20 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570016624,4.34,55.00,8,https://www.mewse.ro/images/produse/annayake-annayake-hydrating-face-cream-20-ml-0-3552570016624F-1669122937.jpg
"annayake,-ultratime,-anti-wrinkle,-serum,-for-face,-30-ml-*tester","Annayake, Ultratime, Anti-Wrinkle, Serum, For Face, 30 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570015436,6.75,75.00,21,https://www.mewse.ro/images/produse/annayake-ultratime-hydrating-serum-for-face-30-ml-tester-1681906079.jpg
"annayake,-ultratime,-anti-wrinkle,-clay-mask,-50-ml-*tester","Annayake, Ultratime, Anti-Wrinkle, Clay Mask, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Treatment Masks,"For Women, Tester, Skin Treatment Masks",TRUE,Title,Default Title,3552570010066,10.74,75.00,3,https://www.mewse.ro/images/produse/annayake-annayake-hydrating-clay-mask-50-ml-0-3552570010066F-1669124315.jpg
"annayake,-basics,-makeup-remover-cream,-100-ml-*tester","Annayake, Basics, Makeup Remover Cream, 100 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Cleansing & Exfoliating,"For Women, Tester, Cleansing & Exfoliating",TRUE,Title,Default Title,3552570009381,2.75,36.00,4,https://www.mewse.ro/images/produse/annayake-annayake-face-cleansing-flacon-100-ml-0-3552570009381F-1669121743.jpg
"annayake,-24h-perfecting-care,-hydrating,-cream,-for-face,-50-ml-*tester","Annayake, 24h Perfecting Care, Hydrating, Cream, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570012862,9.47,66.00,11,https://www.mewse.ro/images/produse/annayake-24h-perfecting-care-hydrating-cream-for-face-50-ml-tester-1686560063.png
"annayake,-bamboo,-hydrating,-eye-cream,-15-ml-*tester","Annayake, Bamboo, Hydrating, Eye Cream, 15 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Eye Care,"For Women, Tester, Eye Care",TRUE,Title,Default Title,3552570017164,4.02,52.00,15,https://www.mewse.ro/images/produse/annayake-bamboo-hydrating-eye-cream-15-ml-tester-1686636951.png
"annayake,-24h-nude-veil-clair,-nourishing,-cream,-for-face,-30-ml-*tester","Annayake, 24h Nude Veil Clair, Nourishing, Cream, For Face, 30 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570013807,4.87,62.00,4,https://www.mewse.ro/images/produse/annayake-annayake-nourishing-face-cream-30-ml-0-3552570013852F-1669115865.jpg
"annayake,-perfecting-care,-hydrating,-cream,-for-face,-50-ml-*tester","Annayake, Perfecting Care, Hydrating, Cream, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570012855,8.85,60.00,4,https://www.mewse.ro/images/produse/annayake-annayake-hydrating-face-cream-50-ml-0-3552570012855F-1669120668.jpg
"annayake,-bamboo,-hydrating,-cleansing-foam,-150-ml-*tester","Annayake, Bamboo, Hydrating, Cleansing Foam, 150 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Cleansing & Exfoliating,"For Women, Tester, Cleansing & Exfoliating",TRUE,Title,Default Title,3552570017133,6.58,45.00,8,https://www.mewse.ro/images/produse/annayake-annayake-hydrating-cleansing-foaming-cream-150-ml-0-3552570017133F-1669119182.jpg
"annayake,-men,-fragrance-free,-anti-ageing,-daily,-cream,-for-face,-50-ml-*tester","Annayake, Men, Fragrance Free, Anti-Ageing, Daily, Cream, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Men, Tester, Skin Care",TRUE,Title,Default Title,3552570010172,11.09,124.00,20,https://www.mewse.ro/images/produse/annayake-men-fragrance-free-anti-ageing-daily-cream-for-face-50-ml-tester-1686560397.png
"annayake,-men,-hydrating,-eye-cream,-15-ml-*tester","Annayake, Men, Hydrating, Eye Cream, 15 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Eye Care,"For Men, Tester, Eye Care",TRUE,Title,Default Title,3552570010196,9.73,64.00,4,https://www.mewse.ro/images/produse/annayake-men-hydrating-eye-cream-15-ml-tester-1686642841.png
"annayake,-bone-mine,-vegan,-detox,-cream,-for-face,-20-ml-*tester","Annayake, Bone Mine, Vegan, Detox, Cream, For Face, 20 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570016617,4.34,55.00,9,https://www.mewse.ro/images/produse/annayake-bone-mine-vegan-detox-cream-for-face-20-ml-tester-1681888328.jpg
"annayake,-men,-soothing-moisturising,-gel,-for-face,-50-ml-*tester","Annayake, Men, Soothing Moisturising, Gel, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Men, Tester, Skin Care",TRUE,Title,Default Title,3552570010165,7.87,55.00,4,https://www.mewse.ro/images/produse/annayake-men-soothing-moisturising-gel-for-face-50-ml-tester-1681905459.jpg
"annayake,-ultratime,-anti-ageing,-cream,-for-face,-50-ml-*tester","Annayake, Ultratime, Anti-Ageing, Cream, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570015856,7.48,75.00,28,https://www.mewse.ro/images/produse/annayake-ultratime-anti-ageing-cream-for-face-50-ml-tester-1686561492.png
"annayake,-ultratime-prime,-anti-ageing,-cream,-for-face,-100-ml-*tester","Annayake, Ultratime Prime, Anti-Ageing, Cream, For Face, 100 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570009930,9.92,128.00,1,https://www.mewse.ro/images/produse/annayake-ultratime-prime-anti-ageing-cream-for-face-100-ml-tester-1686560697.png
"annayake,-ultratime,-glycerin,-moisturizing,-cream,-for-face,-50-ml-*tester","Annayake, Ultratime, Glycerin, Moisturizing, Cream, For Face, 50 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570009756,5.77,58.00,16,https://www.mewse.ro/images/produse/annayake-annayake-nourishing-face-serum-flacon-50-ml-0-3552570009756F-1669123500.jpg
"annayake,-ultratime,-purifying,-concentrate,-for-face,-20-ml-*tester","Annayake, Ultratime, Purifying, Concentrate, For Face, 20 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570016594,4.34,55.00,20,https://www.mewse.ro/images/produse/annayake-ultratime-purifying-concentrate-for-face-20-ml-tester-1686310404.png
"annayake,-ultratime,-reshaping,-serum,-for-face,-30-ml-*tester","Annayake, Ultratime, Reshaping, Serum, For Face, 30 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570016785,10.32,105.00,8,https://www.mewse.ro/images/produse/annayake-ultratime-reshaping-serum-for-face-30-ml-tester-1686560267.png
"annayake,-ultratime,-anti-pollution,-cream,-for-face,-spf-30,-3-ml-*sample","Annayake, Ultratime, Anti-Pollution, Cream, For Face, SPF 30, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,99000000006093,0.36,1.90,242,https://www.mewse.ro/images/produse/
"set-annayake:-ultratime,-hydrating,-eye-cream,-1-ml-*sample-+-ultratime,-anti-wrinkle,-day,-cream,-for-face,-1-ml-*sample","Set Annayake: Ultratime, Hydrating, Eye Cream, 1 ml *Sample + Ultratime, Anti-Wrinkle, Day, Cream, For Face, 1 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care Sets,"For Men, Sample, Skin Care Sets",TRUE,Title,Default Title,990000000000051,0.54,2.90,38,https://www.mewse.ro/images/produse/
"annayake,-extreme,-reparative,-cream,-for-face,-3-ml-*sample","Annayake, Extreme, Reparative, Cream, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574235106,0.96,3.90,108,https://www.mewse.ro/images/produse/
"perfecting-care-set-annayake:-24h,-hydrating,-local-treatment-cream,-for-face,-1-ml-*sample-+-24h,-hydrating,-cream,-for-face,-1-ml-*sample","Perfecting Care Set Annayake: 24h, Hydrating, Local Treatment Cream, For Face, 1 ml *Sample + 24h, Hydrating, Cream, For Face, 1 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care Sets,"For Women, Sample, Skin Care Sets",TRUE,Title,Default Title,3552572200007,0.50,2.90,208,https://www.mewse.ro/images/produse/
"annayake,-veil-clair-+-dore,-anti-ageing,-cream,-for-face,-1-ml-*sample","Annayake, Veil Clair + Dore, Anti-Ageing, Cream, For Face, 1 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552572200458,0.50,2.90,47,https://www.mewse.ro/images/produse/
"cleansing-ritual-set-annayake:-annayake,-cleansing-foam,-1-ml-*sample-+-annayake,-makeup-remover-cream,-1-ml-*sample-+-annayake,-exfoliating-cleanser,-1-ml-*sample","Cleansing Ritual Set Annayake: Annayake, Cleansing Foam, 1 ml *Sample + Annayake, Makeup Remover Cream, 1 ml *Sample + Annayake, Exfoliating Cleanser, 1 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care Sets,"For Women, Sample, Skin Care Sets",TRUE,Title,Default Title,3552571212001,0.44,2.90,42,https://www.mewse.ro/images/produse/
"annayake,-extreme,-hydrating,-serum,-for-face,-3-ml-*sample","Annayake, Extreme, Hydrating, Serum, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574237100,0.58,3.90,1,https://www.mewse.ro/images/produse/
"annayake,-balancing,-hydrating,-lotion,-for-face,-150-ml-*tester","Annayake, Balancing, Hydrating, Lotion, For Face, 150 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570014828,4.34,55.00,9,https://www.mewse.ro/images/produse/annayake-balancing-hydrating-lotion-for-face-150-ml-tester-1681915812.jpg
"annayake,-balancing,-hydrating,-lotion,-for-face,-150-ml-*tester","Annayake, Balancing, Hydrating, Lotion, For Face, 150 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570014835,4.34,55.00,7,https://www.mewse.ro/images/produse/annayake-balancing-hydrating-lotion-for-face-150-ml-tester-1681915812.jpg
"annayake,-men,-anti-wrinkle,-cream,-for-face,-3-ml-*sample","Annayake, Men, Anti-Wrinkle, Cream, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Men, Sample, Skin Care",TRUE,Title,Default Title,3552572200403,0.78,3.90,29,https://www.mewse.ro/images/produse/
"annayake,-sensitive-care,-hydrating,-cream,-for-face,-3-ml-*sample","Annayake, Sensitive Care, Hydrating, Cream, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574250307,0.69,3.90,21,https://www.mewse.ro/images/produse/
"annayake,-ultratime,-glycerin,-anti-wrinkle,-serum,-for-face,-30-ml-*tester","Annayake, Ultratime, Glycerin, Anti-Wrinkle, Serum, For Face, 30 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,3552570009848,8.28,105.00,36,https://www.mewse.ro/images/produse/annayake-ultratime-glycerin-anti-wrinkle-serum-for-face-30-ml-tester-1686560027.png
"annayake,-purity,-water-from-mount-fuji,-eliminates-impurities,-cleansing-foaming-cream,-150-ml-*tester","Annayake, Purity, Water from Mount Fuji, Eliminates Impurities, Cleansing Foaming Cream, 150 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Cleansing & Exfoliating,"For Women, Tester, Cleansing & Exfoliating",TRUE,Title,Default Title,3552570009732,5.28,50.00,23,https://www.mewse.ro/images/produse/annayake-purity-water-from-mount-fuji-eliminates-impurities-cleansing-foaming-cream-150-ml-tester-1681904422.jpg
"annayake,-purity,-softening,-cleansing-foam,-100-ml-*tester","Annayake, Purity, Softening, Cleansing Foam, 100 ml *Tester",<p>Annayake - Tester</p>,Annayake,Skin / Cleansing & Exfoliating,"For Women, Tester, Cleansing & Exfoliating",TRUE,Title,Default Title,3552570009398,3.55,45.00,19,https://www.mewse.ro/images/produse/annayake-purity-softening-cleansing-foam-100-ml-tester-1686559994.png
"travel-set-annayake:-24h,-hydrating,-eye-cream,-7-ml-+-24h,-hydrating,-cream,-for-face,-15-ml-+-24h,-hydrating,-day,-serum,-for-face,-15-ml","Travel Set Annayake: 24h, Hydrating, Eye Cream, 7 ml + 24h, Hydrating, Cream, For Face, 15 ml + 24h, Hydrating, Day, Serum, For Face, 15 ml",<p>Annayake - Regular</p>,Annayake,Skin / Skin Care Sets,"For Women, Regular, Skin Care Sets",TRUE,Title,Default Title,3552572405013,10.26,45.00,44,https://www.mewse.ro/images/produse/set-annayake-24h-hydrating-eye-cream-7-ml-24h-hydrating-cream-for-face-15-ml-sample-24h-hydrating-day-serum-for-face-15-ml--1677757465.jpg
"annayake,-ultratime,-anti-wrinkle,-serum,-for-face,-3-ml-*sample","Annayake, Ultratime, Anti-Wrinkle, Serum, For Face, 3 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,3552574270008,0.60,3.90,164,https://www.mewse.ro/images/produse/annayake-ultratime-anti-wrinkle-serum-for-face-3-ml-sample-1686309573.png
"annayake,-active,-cleansing-foam,-15-ml-*sample","Annayake, Active, Cleansing Foam, 15 ml *Sample",<p>Annayake - Sample</p>,Annayake,Skin / Cleansing & Exfoliating,"For Women, Sample, Cleansing & Exfoliating",TRUE,Title,Default Title,990000000000743,2.11,12.00,3,https://www.mewse.ro/images/produse/annayake-active-cleansing-foam-15-ml-1681916223.jpg
"burberry,-mr.-burberry,-exfoliating,-cleansing-scrub,-for-face,-75-ml","Burberry, Mr. Burberry, Exfoliating, Cleansing Scrub, For Face, 75 ml",<p>Burberry - Regular</p>,Burberry,Skin / Cleansing & Exfoliating,"For Women, Regular, Cleansing & Exfoliating",TRUE,Title,Default Title,5045497480459,10.10,41.00,75,https://www.mewse.ro/images/produse/burberry-mr-burberry-cleansing-cleansing-scrub-for-face-75-ml--1669407149.jpeg
"christina-aguilera,-inspire,-hydrating,-day-&-night,-lotion,-50-ml-*tester","Christina Aguilera, Inspire, Hydrating, Day & Night, Lotion, 50 ml *Tester",<p>Christina Aguilera - Tester</p>,Christina Aguilera,Skin / Skin Care,"For Women, Tester, Skin Care",TRUE,Title,Default Title,990000000000748,1.32,7.90,1,https://www.mewse.ro/images/produse/christina-aguilera-inspire-hydrating-day-night-lotion-50-ml-tester--1674712167.jpg
"clean,-reserve---elderflower,-moisturizing,-mist-spray,-for-face,-50-ml","Clean, Reserve - Elderflower, Moisturizing, Mist Spray, For Face, 50 ml",<p>Clean - Regular</p>,Clean,Skin / Skin Toning & Calming,"For Women, Regular, Skin Toning & Calming",TRUE,Title,Default Title,874034012694,12.73,28.00,6,https://www.mewse.ro/images/produse/clean-reserve-elderflower-moisturizing-mist-spray-for-face-50-ml-1696923489.jpg
"clean,-reserve---purple-clay,-detoxifying,-clay-mask,-59-ml","Clean, Reserve - Purple Clay, Detoxifying, Clay Mask, 59 ml",<p>Clean - Regular</p>,Clean,Skin / Skin Treatment Masks,"Unisex, Regular, Skin Treatment Masks",TRUE,Title,Default Title,874034012687,9.23,20.00,6,https://www.mewse.ro/images/produse/clean-purple-clay-detoxifying-clay-mask-59-ml-1696919843.png
"clean,-reserve,-buriti-oil,-moisturizing,-cream,-for-face,-50-ml","Clean, Reserve, Buriti Oil, Moisturizing, Cream, For Face, 50 ml",<p>Clean - Regular</p>,Clean,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,874034012670,17.08,38.00,6,https://www.mewse.ro/images/produse/clean-reserve-buriti-oil-moisturizing-cream-for-face-50-ml-1696924664.jpg
"clean,-reserve,-buriti-oil,-balancing,-cleansing-cream,-146-ml","Clean, Reserve, Buriti Oil, Balancing, Cleansing Cream, 146 ml",<p>Clean - Regular</p>,Clean,Skin / Cleansing & Exfoliating,"For Women, Regular, Cleansing & Exfoliating",TRUE,Title,Default Title,874034012663,12.68,28.00,6,https://www.mewse.ro/images/produse/clean-reserve-buriti-oil-balancing-cleansing-cream-146-ml-1696925036.jpg
"coach,-blue,-after-shave-balm,-100-ml","Coach, Blue, After-Shave Balm, 100 ml",<p>Coach - Regular</p>,Coach,Skin / Face Shaving,"For Men, Regular, Face Shaving",TRUE,Title,Default Title,3386460115520,9.68,28.00,21,https://www.mewse.ro/images/produse/coach-blue-after-shave-balm-100-ml-1682073903.jpeg
"uriage,-bariederm,-repairing,-cream,-for-face-&-body,-spf-50+,-0.7-ml-*sample","Uriage, Bariederm, Repairing, Cream, For Face & Body, SPF 50+, 0.7 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,990000000000146,0.33,1.90,30,https://www.mewse.ro/images/produse/
"uriage,-uriage,-fragrance-free,-hydrating-&-soothing,-thermal-water,-all-over-the-body,-300-ml","Uriage, Uriage, Fragrance Free, Hydrating & Soothing, Thermal Water, All Over The Body, 300 ml",<p>Uriage - Regular</p>,Uriage,Skin / Skin Toning & Calming,"Unisex, Regular, Skin Toning & Calming",TRUE,Title,Default Title,3661434000522,5.47,15.00,220,https://www.mewse.ro/images/produse/uriage-uriage-fragrance-free-hydrating-and-soothing-thermal-water-all-over-the-body-300-ml-1693310714.png
"uriage,-age-protect,-anti-ageing,-night,-cream,-for-face,-3-ml-*sample","Uriage, Age Protect, Anti-Ageing, Night, Cream, For Face, 3 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,990000000000149,0.41,2.45,29,https://www.mewse.ro/images/produse/
"uriage,-uriage,-nourishing,-cleansing-oil,-for-face,-8-ml-*sample","Uriage, Uriage, Nourishing, Cleansing Oil, For Face, 8 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Cleansing & Exfoliating,"For Women, Sample, Cleansing & Exfoliating",TRUE,Title,Default Title,990000000000150,0.76,3.45,10,https://www.mewse.ro/images/produse/
"uriage,-bariederm,-repairing,-cream,-for-face-&-body,-0.7-ml-*sample","Uriage, Bariederm, Repairing, Cream, For Face & Body, 0.7 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,990000000000145,0.32,1.90,29,https://www.mewse.ro/images/produse/
"uriage,-roseliane,-thermal-water,-anti-redness,-day,-cream,-for-face,-3-ml-*sample","Uriage, Roseliane, Thermal Water, Anti-Redness, Day, Cream, For Face, 3 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,990000000000151,0.53,2.45,913,https://www.mewse.ro/images/produse/
"uriage,--xemose,-fragrance-free,-against-irritation,-cream,-for-face-&-body,-5-ml-*sample","Uriage,  Xemose, Fragrance Free, Against Irritation, Cream, For Face & Body, 5 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Skin Care,"For Women, Sample, Skin Care",TRUE,Title,Default Title,990000000000153,0.50,2.95,30,https://www.mewse.ro/images/produse/
"uriage,--xemose,-shea-butter,-soothing,-cleansing-oil,-for-face-&-body,-8-ml-*sample","Uriage,  Xemose, Shea Butter, Soothing, Cleansing Oil, For Face & Body, 8 ml *Sample",<p>Uriage - Sample</p>,Uriage,Skin / Cleansing & Exfoliating,"For Women, Sample, Cleansing & Exfoliating",TRUE,Title,Default Title,990000000000155,0.90,3.45,35,https://www.mewse.ro/images/produse/
"giorgio-armani,-prima-day-long,-anti-imperfections,-gel-cream,-for-face,-30-ml","Giorgio Armani, Prima Day-Long, Anti-Imperfections, Gel Cream, For Face, 30 ml",<p>Giorgio Armani - Regular</p>,Giorgio Armani,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,3614270620133,46.64,81.00,5,https://www.mewse.ro/images/produse/giorgio-armani-prima-day-long-anti-imperfections-gel-cream-for-face-30-ml-1726578911.jpg
"giorgio-armani,-nera-supreme-reviving,-anti-ageing,-cream,-for-face,-50-ml","Giorgio Armani, Nera Supreme Reviving, Anti-Ageing, Cream, For Face, 50 ml",<p>Giorgio Armani - Regular</p>,Giorgio Armani,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,3614271989697,254.44,440.00,9,https://www.mewse.ro/images/produse/giorgio-armani-nera-supreme-reviving-anti-ageing-cream-for-face-50-ml-1720002113.jpg
"giorgio-armani,-nera-extrema-supreme,-clarifying,-cleansing-foam,-150-ml","Giorgio Armani, Nera Extrema Supreme, Clarifying, Cleansing Foam, 150 ml",<p>Giorgio Armani - Regular</p>,Giorgio Armani,Skin / Cleansing & Exfoliating,"For Women, Regular, Cleansing & Exfoliating",TRUE,Title,Default Title,3605521868190,60.93,104.20,5,https://www.mewse.ro/images/produse/giorgio-armani-nera-extrema-supreme-clarifying-cleansing-foam-150-ml-1720002591.jpg
"giorgio-armani,-crema-nera-reviscentalis-meta-concentrate,-reduces-fine-lines-&-wrinkles,-serum,-for-face,-30-ml","Giorgio Armani, Crema Nera Reviscentalis Meta Concentrate, Reduces Fine Lines & Wrinkles, Serum, For Face, 30 ml",<p>Giorgio Armani - Regular</p>,Giorgio Armani,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,4935421748216,251.27,425.00,17,https://www.mewse.ro/images/produse/giorgio-armani-nera-extrema-supreme-clarifying-cleansing-foam-150-ml-1720002755.jpg
"giorgio-armani,-crema-nera-neocream,-repairing,-cream,-for-face,-125-ml","Giorgio Armani, Crema Nera Neocream, Repairing, Cream, For Face, 125 ml",<p>Giorgio Armani - Regular</p>,Giorgio Armani,Skin / Skin Care,"For Women, Regular, Skin Care",TRUE,Title,Default Title,4935421769006,165.28,280.90,11,https://www.mewse.ro/images/produse/giorgio-armani-crema-nera-neocream-repairing-cream-for-face-125-ml-1720003099.jpg
