Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Image Src
"benetton,-united-colors-of-benetton,-sunglasses,-brown-cat`s-eye,-unisex","Benetton, United Colors of Benetton, Sunglasses, Brown Cat`s Eye, Unisex",<p>Benetton - Regular</p>,Benetton,Fashion / Fashion Accessories,"Unisex, Regular, Fashion Accessories",TRUE,Title,Default Title,5029726071250,5.47,45.00,11,https://www.mewse.ro/images/produse/
"benetton,-united-colors-of-benetton,-sunglasses,-silver-oval,-unisex","Benetton, United Colors of Benetton, Sunglasses, Silver Oval, Unisex",<p>Benetton - Regular</p>,Benetton,Fashion / Fashion Accessories,"Unisex, Regular, Fashion Accessories",TRUE,Title,Default Title,5029726071069,7.51,45.00,1,https://www.mewse.ro/images/produse/benetton-united-colors-of-benetton-sunglasses-silver-oval-unisex--1676442535.jpg
"benetton,-united-colors-of-benetton,-sunglasses,-silver-oval,-unisex","Benetton, United Colors of Benetton, Sunglasses, Silver Oval, Unisex",<p>Benetton - Regular</p>,Benetton,Fashion / Fashion Accessories,"Unisex, Regular, Fashion Accessories",TRUE,Title,Default Title,5029726071120,7.51,45.00,6,https://www.mewse.ro/images/produse/benetton-united-colors-of-benetton-sunglasses-silver-oval-unisex--1676442535.jpg
"benetton,-united-colors-of-benetton,-sunglasses,-bronze-metal-oval,-unisex","Benetton, United Colors of Benetton, Sunglasses, Bronze Metal Oval, Unisex",<p>Benetton - Regular</p>,Benetton,Fashion / Fashion Accessories,"Unisex, Regular, Fashion Accessories",TRUE,Title,Default Title,0043|5029726071045,4.28,45.00,1,https://www.mewse.ro/images/produse/benetton-united-colors-of-benetton-sunglasses-bronze-metal-oval-unisex--1676443145.jpg
"benetton,-united-colors-of-benetton,-sunglasses,-bronze-metal-oval,-unisex","Benetton, United Colors of Benetton, Sunglasses, Bronze Metal Oval, Unisex",<p>Benetton - Regular</p>,Benetton,Fashion / Fashion Accessories,"Unisex, Regular, Fashion Accessories",TRUE,Title,Default Title,5029726071045,7.93,45.00,1,https://www.mewse.ro/images/produse/benetton-united-colors-of-benetton-sunglasses-bronze-metal-oval-unisex--1676443145.jpg
"burberry,-burberry,-gwp-cardboard-bag","Burberry, Burberry, GWP Cardboard Bag",<p>Burberry - Regular</p>,Burberry,Fashion / Gifts,"Unisex, Regular, Gifts",TRUE,Title,Default Title,99000000002296,13.01,34.27,20,https://www.mewse.ro/images/produse/
"burberry,-burberry,-gwp-notebook","Burberry, Burberry, GWP Notebook",<p>Burberry - Regular</p>,Burberry,Fashion / Gifts,"For Women, Regular, Gifts",TRUE,Title,Default Title,5045497678726,14.40,45.00,523,https://www.mewse.ro/images/produse/
"burberry,-burberry,-bag-charm,-pink","Burberry, Burberry, Bag Charm, Pink",<p>Burberry - Regular</p>,Burberry,Fashion / Fashion Accessories,"For Women, Regular, Fashion Accessories",TRUE,Title,Default Title,3614227719781,10.90,34.27,1015,https://www.mewse.ro/images/produse/
"bvlgari,-bvlgari,-gift-ribbon-roll,-peacock,-50-m","Bvlgari, Bvlgari, Gift Ribbon Roll, Peacock, 50 m",<p>Bvlgari - Regular</p>,Bvlgari,Fashion / Gifts,"Unisex, Regular, Gifts",TRUE,Title,Default Title,0037|783320418488,33.00,55.00,5,https://www.mewse.ro/images/produse/
"bvlgari,-bvlgari,-gift-ribbon-roll,-berry,-50-m","Bvlgari, Bvlgari, Gift Ribbon Roll, Berry, 50 m",<p>Bvlgari - Regular</p>,Bvlgari,Fashion / Gifts,"Unisex, Regular, Gifts",TRUE,Title,Default Title,0037|783320418495,33.00,55.00,2,https://www.mewse.ro/images/produse/
"bvlgari,-bvlgari,-gwp-textile-pouch","Bvlgari, Bvlgari, GWP Textile Pouch",<p>Bvlgari - Regular</p>,Bvlgari,Fashion / Gifts,"For Women, Regular, Gifts",TRUE,Title,Default Title,0037|783320419850,33.00,55.00,95,https://www.mewse.ro/images/produse/
"calvin-klein,-calvin-klein,-gwp-textile-pouch,-white","Calvin Klein, Calvin Klein, GWP Textile Pouch, White",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Gifts,"For Women, Regular, Gifts",TRUE,Title,Default Title,3614225328206,10.82,45.00,328,https://www.mewse.ro/images/produse/
"calvin-klein,-calvin-klein,-textile-backpack,-black/grey,-laptop-compartiment,-for-men,-28-x-33-x-11-cm","Calvin Klein, Calvin Klein, Textile Backpack, Black/Grey, Laptop Compartiment, For Men, 28 x 33 x 11 cm",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Bags & Backpacks,"For Men, Regular, Bags & Backpacks",TRUE,Title,Default Title,3614226925329,23.63,85.00,469,https://www.mewse.ro/images/produse/
"calvin-klein,-school,-polyurethane,-textile-backpack,-gray,-travel,-unisex","Calvin Klein, School, Polyurethane, Textile Backpack, Gray, Travel, Unisex",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Bags & Backpacks,"Unisex, Regular, Bags & Backpacks",TRUE,Title,Default Title,0043|3614225373046,16.35,85.00,10,https://www.mewse.ro/images/produse/calvin-klein-school-backpack-gray-travel-unisex--1677508189.jpg
"calvin-klein,-school,-polyurethane,-textile-backpack,-gray,-travel,-unisex","Calvin Klein, School, Polyurethane, Textile Backpack, Gray, Travel, Unisex",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Bags & Backpacks,"Unisex, Regular, Bags & Backpacks",TRUE,Title,Default Title,3614225373046,32.34,85.00,137,https://www.mewse.ro/images/produse/calvin-klein-school-backpack-gray-travel-unisex--1677508189.jpg
"calvin-klein,-calvin-klein,-gwp-textile-pouch","Calvin Klein, Calvin Klein, GWP Textile Pouch",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Gifts,"Unisex, Regular, Gifts",TRUE,Title,Default Title,3614226925404,8.59,45.00,426,https://www.mewse.ro/images/produse/calvin-klein-calvin-klein-gwp-pouch-1678363081.jpg
"calvin-klein,-calvin-klein,-textile-bag,-white,-for-women","Calvin Klein, Calvin Klein, Textile Bag, White, For Women",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Bags & Backpacks,"For Women, Regular, Bags & Backpacks",TRUE,Title,Default Title,3614225328824,6.66,34.27,493,https://www.mewse.ro/images/produse/calvin-klein-calvin-klein-bag-white-for-women--1677508914.jpg
"calvin-klein,-calvin-klein,-sunglasses,-2137s/53/antique,-rose,-for-women","Calvin Klein, Calvin Klein, Sunglasses, 2137s/53/antique, Rose, For Women",<p>Calvin Klein - Regular</p>,Calvin Klein,Fashion / Fashion Accessories,"For Women, Regular, Fashion Accessories",TRUE,Title,Default Title,0043|750779070178,48.65,182.00,1,https://www.mewse.ro/images/produse/calvin-klein-calvin-klein-sunglasses-2137s-53-antique-rose-for-women--1677590204.jpg
