Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"john-masters-organics,-john-masters-organics,-primrose,-hair-shampoo,-for-hydration,-473-ml","John Masters Organics, John Masters Organics, Primrose, Hair Shampoo, For Hydration, 473 ml",,John Masters Organics,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,669558004092,22.53,12
"john-masters-organics,-john-masters-organics,-natural,-hair-styling-foam,-for-volume,-154-ml","John Masters Organics, John Masters Organics, Natural, Hair Styling Foam, For Volume, 154 ml",,John Masters Organics,Hair,"Unisex, Hair Styling, Hair Styling Foam",TRUE,Title,Default Title,669558002890,16.38,6
"john-masters-organics,-advanced-collection,-organic-honey,-hair-treatment-cream-mask,-for-repairing,-125-g","John Masters Organics, Advanced Collection, Organic Honey, Hair Treatment Cream Mask, For Repairing, 125 g",,John Masters Organics,Hair,"Unisex, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,669558003163,26.57,3
"john-masters-organics,-john-masters-organics,-citrus-&-neroli,-hair-conditioner,-anti-frizz,-236-ml","John Masters Organics, John Masters Organics, Citrus & Neroli, Hair Conditioner, Anti-Frizz, 236 ml",,John Masters Organics,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,669558002135,11.27,18
"kerastase,-elixir-ultime,-hair-cream-treatment,-for-shine,-200-ml","Kerastase, Elixir Ultime, Hair Cream Treatment, For Shine, 200 ml",,Kerastase,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,3474636614172,31.82,1
"kerastase,-blond-absolu,-hair-shampoo,-for-colour-protection,-1000-ml","Kerastase, Blond Absolu, Hair Shampoo, For Colour Protection, 1000 ml",,Kerastase,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3474636692217,39.27,16
"label.m,-styling-shine,-hair-spray,-for-shine,-500-ml","Label.M, Styling Shine, Hair Spray, For Shine, 500 ml",,Label.M,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,5060059571789,10.26,20
"label.m,-organic-lemongrass,-organic,-hair-shampoo,-for-hydration,-300-ml","Label.M, Organic LemonGrass, Organic, Hair Shampoo, For Hydration, 300 ml",,Label.M,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5056043216781,13.50,2
"set,-label.m,-snapshot-scalp-soothing,-scalp-cream-treatment,-invigorating-&-soothing,-25-pcs,-9-ml","Set, Label.M, Snapshot Scalp Soothing, Scalp Cream Treatment, Invigorating & Soothing, 25 pcs, 9 ml",,Label.M,Hair,"Unisex, Hair Care, Scalp Cream Treatment",TRUE,Title,Default Title,5056043215708,25.26,48
"label.m,-diamond-dust,-hair-shampoo,-intense-radiance,-250-ml","Label.M, Diamond Dust, Hair Shampoo, Intense Radiance, 250 ml",,Label.M,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5060059577019,11.32,11
"label.m,-london-fashion-week,-hair-toning-spray,-for-blonde-hair,-150-ml","Label.M, London Fashion Week, Hair Toning Spray, For Blonde Hair, 150 ml",,Label.M,Hair,"For Women, Hair Colouring, Hair Toning Spray",TRUE,Title,Default Title,5056043200155,7.46,17
"label.m,-london-fashion-week,-hair-toning-spray,-for-brunette-hair,-150-ml","Label.M, London Fashion Week, Hair Toning Spray, For Brunette Hair, 150 ml",,Label.M,Hair,"For Women, Hair Colouring, Hair Toning Spray",TRUE,Title,Default Title,5056043200162,7.09,25
"label.m,-london-fashion-week,-hair-toning-spray,-for-brunette-hair,-150-ml","Label.M, London Fashion Week, Hair Toning Spray, For Brunette Hair, 150 ml",,Label.M,Hair,"For Women, Hair Colouring, Hair Toning Spray",TRUE,Title,Default Title,5056043200162,7.09,1
"label.m,-diamond-dust,-hair-conditioner,-for-hydration,-1000-ml","Label.M, Diamond Dust, Hair Conditioner, For Hydration, 1000 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5056043200124,38.12,11
"label.m,-diamond-dust,-hair-conditioner,-for-hydration,-200-ml","Label.M, Diamond Dust, Hair Conditioner, For Hydration, 200 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059577026,11.24,32
"label.m,-brightening-blonde,-hair-conditioner,-illuminating,-200-ml","Label.M, Brightening Blonde, Hair Conditioner, Illuminating, 200 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5056043214633,5.86,55
"label.m,-organic-lemongrass,-sulfates-free,-hair-conditioner,-for-nourishing,-200-ml","Label.M, Organic LemonGrass, Sulfates-Free, Hair Conditioner, For Nourishing, 200 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059573868,8.43,39
"label.m,-organic-orange-blossom,-organic-fruit-extracts,-hair-conditioner,-for-revitalisation,-300-ml","Label.M, Organic Orange Blossom, Organic Fruit Extracts, Hair Conditioner, For Revitalisation, 300 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059573776,10.84,8
"label.m,-colour-stay,-hair-shampoo,-for-colour-protection,-60-ml","Label.M, Colour Stay, Hair Shampoo, For Colour Protection, 60 ml",,Label.M,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,5060059573301,3.08,6
"get-wet-sun-edition-set-label.m:-sun-editon,-uv-filter,-hair-spray,-for-strengthening,-50-ml-+-sun-editon,-uv-filter,-hair-oil,-reviving-radiance-&-restoring-luminosity,-60-ml-+-sun-editon,-uv-filter,-hair-shampoo,-for-hydration,-60-ml-+-sun-editon,-uv-filter,-hair-treatment-cream-mask,-for-nourishing,-60-ml","Get Wet Sun Edition Set Label.M: Sun Editon, UV Filter, Hair Spray, For Strengthening, 50 ml + Sun Editon, UV Filter, Hair Oil, Reviving Radiance & Restoring Luminosity, 60 ml + Sun Editon, UV Filter, Hair Shampoo, For Hydration, 60 ml + Sun Editon, UV Filter, Hair Treatment Cream Mask, For Nourishing, 60 ml",,Label.M,Hair,"For Women, Hair Care Sets, Hair Care Set",TRUE,Title,Default Title,5056043215777,11.31,44
"label.m,-daily-shine,-hair-conditioner,-for-hydration,-300-ml","Label.M, Daily Shine, Hair Conditioner, For Hydration, 300 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059570706,6.04,24
"set,-label.m,-snapshot-damage-control,-hair-cream-treatment,-for-repairing,-25-pcs,-9-ml","Set, Label.M, Snapshot Damage Control, Hair Cream Treatment, For Repairing, 25 pcs, 9 ml",,Label.M,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,5056043215715,1.99,2
"label.m,-london-fashion-week,-hair-toning-spray,-for-red,-150-ml","Label.M, London Fashion Week, Hair Toning Spray, For Red, 150 ml",,Label.M,Hair,"For Women, Hair Colouring, Hair Toning Spray",TRUE,Title,Default Title,5056043200148,7.08,15
"label.m,-organic-orange-blossom,-organic-fruit-extracts,-hair-conditioner,-for-revitalizing,-1000-ml","Label.M, Organic Orange Blossom, Organic Fruit Extracts, Hair Conditioner, For Revitalizing, 1000 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059573943,18.94,1
"label.m,-anti-frizz,-hair-treatment-cream-mask,-silky-smooth,-500-ml","Label.M, Anti-Frizz, Hair Treatment Cream Mask, Silky Smooth, 500 ml",,Label.M,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,5056043214770,28.42,12
"label.m,-4d-infinity-waver,-electric-hair-curler,-black","Label.M, 4D Infinity Waver, Electric Hair Curler, Black",,Label.M,Hair,"For Women, Electrical, Electric Hair Curler",TRUE,Title,Default Title,5056043214671,45.72,1
"label.m,-colour-stay,-hair-conditioner,-for-colour-protection,-300-ml","Label.M, Colour Stay, Hair Conditioner, For Colour Protection, 300 ml",,Label.M,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,5060059572250,6.62,38
"lazartigue,-purify,-vegan,-hair-pre-shampoo,-for-purifying,-75-ml","Lazartigue, Purify, Vegan, Hair Pre-Shampoo, For Purifying, 75 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Pre-Shampoo",TRUE,Title,Default Title,3372290114536,10.23,3
"lazartigue,-clear,-vegan,-hair-shampoo,-anti-dandruff,-250-ml","Lazartigue, Clear, Vegan, Hair Shampoo, Anti-Dandruff, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290121121,4.35,145
"lazartigue,-clear,-vegan,-hair-cream-treatment,-anti-dandruff,-75-ml","Lazartigue, Clear, Vegan, Hair Cream Treatment, Anti-Dandruff, 75 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,3372290140320,7.74,145
"lazartigue,-clear,-vegan,-hair-treatment-shampoo,-anti-dandruff,-250-ml","Lazartigue, Clear, Vegan, Hair Treatment Shampoo, Anti-Dandruff, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Treatment Shampoo",TRUE,Title,Default Title,3372290000273,5.13,9
"lazartigue,-fortify,-vegan,-hair-conditioner,-for-colour-protection,-150-ml","Lazartigue, Fortify, Vegan, Hair Conditioner, For Colour Protection, 150 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3372290131526,10.35,6
"lazartigue,-fortify,-hair-treatment-cream-mask,-for-colour-protection,-250-ml","Lazartigue, Fortify, Hair Treatment Cream Mask, For Colour Protection, 250 ml",,Lazartigue,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3372290111528,15.07,12
"lazartigue,-fortify,-vegan,-hair-shampoo,-for-colour-protection,-250-ml","Lazartigue, Fortify, Vegan, Hair Shampoo, For Colour Protection, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290121725,7.39,5
"lazartigue,-repair,-vegan,-hair-conditioner,-for-repairing,-150-ml","Lazartigue, Repair, Vegan, Hair Conditioner, For Repairing, 150 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3372290138020,10.35,6
"lazartigue,-repair,-vegan,-hair-shampoo,-for-repairing,-250-ml","Lazartigue, Repair, Vegan, Hair Shampoo, For Repairing, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290128120,6.47,2
"lazartigue,-nourish-light,-vegan,-hair-conditioner,-for-nourishing,-150-ml","Lazartigue, Nourish-Light, Vegan, Hair Conditioner, For Nourishing, 150 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3372290131922,10.35,11
"lazartigue,-nourish-light,-vegan,-hair-shampoo,-for-nourishing,-250-ml","Lazartigue, Nourish-Light, Vegan, Hair Shampoo, For Nourishing, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290126829,7.21,12
"lazartigue,-nourish-2in1,-vegan,-hair-shampoo,-for-nourishing,-150-ml","Lazartigue, Nourish 2In1, Vegan, Hair Shampoo, For Nourishing, 150 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290121220,10.11,8
"lazartigue,-nourish,-vegan,-hair-shampoo,-for-nourishing,-250-ml","Lazartigue, Nourish, Vegan, Hair Shampoo, For Nourishing, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290120421,6.47,1
"lazartigue,-nourish,-vegan,-hair-conditioner,-for-nourishing,-150-ml","Lazartigue, Nourish, Vegan, Hair Conditioner, For Nourishing, 150 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3372290000150,10.35,6
"lazartigue,-purify-extra,-vegan,-hair-shampoo,-for-extra-purification,-250-ml","Lazartigue, Purify Extra, Vegan, Hair Shampoo, For Extra Purification, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290124122,6.39,1
"lazartigue,-purify,-vegan,-hair-shampoo,-for-purifying,-250-ml","Lazartigue, Purify, Vegan, Hair Shampoo, For Purifying, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290124535,7.21,9
"lazartigue,-calm,-vegan,-hair-shampoo,-for-calming,-250-ml","Lazartigue, Calm, Vegan, Hair Shampoo, For Calming, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290120520,6.53,3
"lazartigue,-clear,-vegan,-hair-shampoo,-anti-dandruff,-250-ml","Lazartigue, Clear, Vegan, Hair Shampoo, Anti-Dandruff, 250 ml",,Lazartigue,Hair,"Unisex, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3372290000280,5.50,10
"leonor-greyl,-algues-et-fleures,-hair-spray,-for-styling,-150-ml","Leonor Greyl, Algues Et Fleures, Hair Spray, For Styling, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,3450870020078,14.02,38
"leonor-greyl,--aux-algues,-hair-shampoo,-for-volume,-200-ml","Leonor Greyl,  Aux Algues, Hair Shampoo, For Volume, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870020092,14.68,86
"leonor-greyl,-condition-naturelle,-hair-spray,-for-heat-protectant,-150-ml","Leonor Greyl, Condition Naturelle, Hair Spray, For Heat Protectant, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,3450870020320,14.98,3
"leonor-greyl,-structure-naturelle,-hair-spray,-for-styling,-strong-hold,-150-ml","Leonor Greyl, Structure Naturelle, Hair Spray, For Styling, Strong Hold, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,3450870020313,10.71,39
"leonor-greyl,-huile-apaisante,-hair-oil-treatment,-20-ml","Leonor Greyl, Huile Apaisante, Hair Oil Treatment, 20 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Oil Treatment",TRUE,Title,Default Title,3450870020368,9.73,185
"leonor-greyl,-bois-de-rose,-hair-styling-cream,-light-hold,-50-ml","Leonor Greyl, Bois De Rose, Hair Styling Cream, Light Hold, 50 ml",,Leonor Greyl,Hair,"For Women, Hair Styling, Hair Styling Cream",TRUE,Title,Default Title,3450870020504,29.74,8
"leonor-greyl,-a-l`amarante,-hair-conditioner,-for-colour-protection,-150-ml","Leonor Greyl, A L`Amarante, Hair Conditioner, For Colour Protection, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3450870020405,23.99,96
"leonor-greyl,-eclat-naturel,-hair-cream-treatment,-for-styling,-50-ml","Leonor Greyl, Eclat Naturel, Hair Cream Treatment, For Styling, 50 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Cream Treatment",TRUE,Title,Default Title,3450870021136,11.70,3
"leonor-greyl,-bain-vitalisant-b,-hair-shampoo,-for-revitalisation,-200-ml","Leonor Greyl, Bain Vitalisant B, Hair Shampoo, For Revitalisation, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870020030,16.83,29
"leonor-greyl,-a-l'orchidee,-hair-treatment-cream-mask,-for-moisturizing,-200-ml","Leonor Greyl, A L'Orchidee, Hair Treatment Cream Mask, For Moisturizing, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870020191,17.21,154
"leonor-greyl,-reviviscence,-hair-shampoo,-for-repairing,-200-ml","Leonor Greyl, Reviviscence, Hair Shampoo, For Repairing, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870020399,23.15,4
"leonor-greyl,-au-miel,-hair-shampoo,-for-volume,-200-ml","Leonor Greyl, Au Miel, Hair Shampoo, For Volume, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870020047,17.64,11
"leonor-greyl,-luminescence-bi-phase,-hair-spray,-for-heat-protectant,-150-ml","Leonor Greyl, Luminescence Bi-Phase, Hair Spray, For Heat Protectant, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,3450870020207,16.10,54
"leonor-greyl,--fleurs-de-jasmin,-hair-treatment-cream-mask,-for-nourishing,-200-ml","Leonor Greyl,  Fleurs De Jasmin, Hair Treatment Cream Mask, For Nourishing, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870020177,20.47,230
"leonor-greyl,-flowers-of-jasmine,-hair-treatment-cream-mask,-for-hydration,-500-ml","Leonor Greyl, Flowers Of Jasmine, Hair Treatment Cream Mask, For Hydration, 500 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870010178,26.85,68
"leonor-greyl,-sublime-meche,-hair-shampoo,-for-colour-protection,-1000-ml","Leonor Greyl, Sublime Meche, Hair Shampoo, For Colour Protection, 1000 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870010130,46.77,27
"leonor-greyl,-bain-vitalisant-b,-hair-shampoo,-for-revitalisation,-1000-ml","Leonor Greyl, Bain Vitalisant B, Hair Shampoo, For Revitalisation, 1000 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870010031,42.79,31
"leonor-greyl,-reviviscence,-hair-shampoo,-for-repairing,-1000-ml","Leonor Greyl, Reviviscence, Hair Shampoo, For Repairing, 1000 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3450870010390,51.52,17
"leonor-greyl,-a-l'orchidee,-hair-treatment-cream-mask,-for-nourishing,-500-ml","Leonor Greyl, A L'Orchidee, Hair Treatment Cream Mask, For Nourishing, 500 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870010192,30.03,45
"leonor-greyl,-leonor-greyl,-natural,-hair-leave-in-tonic-treatment,-for-hydration,-150-ml","Leonor Greyl, Leonor Greyl, Natural, Hair Leave-In Tonic Treatment, For Hydration, 150 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Leave-In Tonic Treatment",TRUE,Title,Default Title,3450870020344,25.12,11
"leonor-greyl,-quintessence-,-hair-treatment-cream-mask,-for-hydration,-500-ml","Leonor Greyl, Quintessence , Hair Treatment Cream Mask, For Hydration, 500 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870010383,62.79,10
"leonor-greyl,-creme-regeneratrice,-hair-cream-conditioner,-for-regeneration,-500-ml","Leonor Greyl, Creme Regeneratrice, Hair Cream Conditioner, For Regeneration, 500 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Cream Conditioner",TRUE,Title,Default Title,3450870010116,33.88,38
"leonor-greyl,--a-l`amarante,-hair-conditioner,-for-colour-protection,-500-ml","Leonor Greyl,  A L`Amarante, Hair Conditioner, For Colour Protection, 500 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,3450870010406,58.08,25
"leonor-greyl,-quintessence-,-hair-treatment-cream-mask,-for-nourishing,-200-ml","Leonor Greyl, Quintessence , Hair Treatment Cream Mask, For Nourishing, 200 ml",,Leonor Greyl,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,3450870020382,54.63,47
