Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Image Src
"skechers,-zoe-perform,-long-sleeve,-sports-women-synthetic-strappy-vest,-for-women,-size-10","Skechers, Zoe Perform, Long Sleeve, Sports Women Synthetic Strappy Vest, For Women, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102029,16.10,57.00,2,https://www.mewse.ro/images/produse/
"skechers,-zyra-perform,-short-sleeve,-sports-women-synthetic-strappy-vest,-for-women,-size-12","Skechers, Zyra Perform, Short Sleeve, Sports Women Synthetic Strappy Vest, For Women, Size 12",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114101985,12.28,25.00,1,https://www.mewse.ro/images/produse/
"skechers,-zyra-perform,-short-sleeve,-sports-women-synthetic-strappy-vest,-for-women,-size-8","Skechers, Zyra Perform, Short Sleeve, Sports Women Synthetic Strappy Vest, For Women, Size 8",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114101961,12.28,25.00,2,https://www.mewse.ro/images/produse/
"skechers,-zyra-perform,-short-sleeve,-sports-women-synthetic-strappy-vest,-for-women,-size-10","Skechers, Zyra Perform, Short Sleeve, Sports Women Synthetic Strappy Vest, For Women, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114101978,12.28,25.00,2,https://www.mewse.ro/images/produse/
"skechers,-gowalk,-sports-women-synthetic-leggings,-dark-blue,-size-12","Skechers, GoWalk, Sports Women Synthetic Leggings, Dark Blue, Size 12",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102883,10.35,30.84,1,https://www.mewse.ro/images/produse/
"skechers,-erinlined,-sports-women-synthetic-bra,-magenta,-for-women,-size-10","Skechers, Erinlined, Sports Women Synthetic Bra, Magenta, For Women, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114101824,8.58,20.56,1,https://www.mewse.ro/images/produse/
"skechers,-kaylee-deep,-sports-women-synthetic-leggings,-charcoal,-size-12","Skechers, Kaylee Deep, Sports Women Synthetic Leggings, Charcoal, Size 12",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102685,8.63,25.70,2,https://www.mewse.ro/images/produse/
"skechers,-kaylee-deep,-sports-women-synthetic-leggings,-navy,-size-8","Skechers, Kaylee Deep, Sports Women Synthetic Leggings, Navy, Size 8",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102869,10.35,30.84,2,https://www.mewse.ro/images/produse/
"skechers,-leia-mari,-sports-women-synthetic-jacket,-navy,-size-10","Skechers, Leia Mari, Sports Women Synthetic Jacket, Navy, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102425,12.94,38.56,2,https://www.mewse.ro/images/produse/
"skechers,-leia-mari,-sports-women-synthetic-jacket,-black,-size-10","Skechers, Leia Mari, Sports Women Synthetic Jacket, Black, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102326,12.94,38.56,2,https://www.mewse.ro/images/produse/
"skechers,-leia-mari,-sports-women-synthetic-jacket,-navy,-size-12","Skechers, Leia Mari, Sports Women Synthetic Jacket, Navy, Size 12",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102432,6.47,19.28,1,https://www.mewse.ro/images/produse/
"skechers,-leia-mari,-sports-men-synthetic-jacket,-size-8","Skechers, Leia Mari, Sports Men Synthetic Jacket, Size 8",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102418,15.48,55.00,1,https://www.mewse.ro/images/produse/
"skechers,-leia-mari,-sports-women-synthetic-jacket,-black,-size-12","Skechers, Leia Mari, Sports Women Synthetic Jacket, Black, Size 12",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102333,15.48,55.00,1,https://www.mewse.ro/images/produse/
"skechers,-zyra-perform,-short-sleeve,-sports-women-synthetic-strappy-vest,-for-women,-size-8","Skechers, Zyra Perform, Short Sleeve, Sports Women Synthetic Strappy Vest, For Women, Size 8",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102012,49.50,90.00,2,https://www.mewse.ro/images/produse/
"skechers,-kaylee-deep,-waist-crop,-synthetic-leggings,-10,-for-women","Skechers, Kaylee Deep, Waist Crop, Synthetic Leggings, 10, For Women",<p>Skechers - Regular</p>,Skechers,Clothing / Bottoms,"For Women, Regular, Bottoms",TRUE,Title,Default Title,5056114102678,8.62,25.68,2,https://www.mewse.ro/images/produse/skechers-kaylee-deep-waist-crop-leggings-10-for-women-1684740125.png
"skechers,-gowalk,-sports-women-synthetic-leggings,-dark-blue,-size-10","Skechers, GoWalk, Sports Women Synthetic Leggings, Dark Blue, Size 10",<p>Skechers - Regular</p>,Skechers,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,5056114102876,12.87,30.84,1,https://www.mewse.ro/images/produse/skechers-gowalk-leggings-dark-blue-for-women-size-10-1678277963.png
"reebok,-one-series-hexawarm,-zip,-sports-women-synthetic-pullover,-1/4,-red/purple,-size-s","Reebok, One Series Hexawarm, Zip, Sports Women Synthetic Pullover, 1/4, Red/Purple, Size S",<p>Reebok - Regular</p>,Reebok,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,4057284895125,21.58,59.99,2,https://www.mewse.ro/images/produse/
"new-balance,-new-balance,-thermal,-sports-men-synthetic-jacket,-mj71933,-size-l","New Balance, New Balance, Thermal, Sports Men Synthetic Jacket, MJ71933, Size L",<p>New Balance - Regular</p>,New Balance,Clothing / Sportswear,"For Men, Regular, Sportswear",TRUE,Title,Default Title,190325042332,15.62,38.58,1,https://www.mewse.ro/images/produse/
"new-balance,-new-balance,-thermal,-sports-men-synthetic-jacket,-mj71933,-size-m","New Balance, New Balance, Thermal, Sports Men Synthetic Jacket, MJ71933, Size M",<p>New Balance - Regular</p>,New Balance,Clothing / Sportswear,"For Men, Regular, Sportswear",TRUE,Title,Default Title,190325042349,25.90,77.15,1,https://www.mewse.ro/images/produse/
"new-balance,-new-balance,-straight,-sports-women-synthetic-leggings,-black,-size-s","New Balance, New Balance, Straight, Sports Women Synthetic Leggings, Black, Size S",<p>New Balance - Regular</p>,New Balance,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,889516939147,17.26,51.43,1,https://www.mewse.ro/images/produse/new-balance-new-balance-straight-sports-leggings-black-for-women-s-1680585854.jpg
"nike,-hg3-inch,-running-shorts,-sports-women-synthetic-shorts,-size-s","Nike, HG3 Inch, Running Shorts, Sports Women Synthetic Shorts, Size S",<p>Nike - Regular</p>,Nike,Clothing / Sportswear,"For Women, Regular, Sportswear",TRUE,Title,Default Title,884961079004,9.88,34.00,2,https://www.mewse.ro/images/produse/nike-hg3-inch-running-shorts-sports-pants-size-s-for-women-for-adults-1684220321.jpg
